id,name,position,minutes,starts,chance_next,influence,creativity,threat,ict,bps,cost,goals,assists,xG,xA,xGI
737,Kusi-Asare,4,49,0,0,3.2,12.0,8.0,2.3,19,45,0,0,0.0,0.07,0.07
770,Ridgeon,3,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
168,Buonanotte,3,81,1,100,13.2,40.0,21.0,7.4,9,46,0,0,0.06,0.28,0.34
350,Aaronson,3,2449,30,100,482.8,486.7,498.0,146.7,446,54,4,8,4.53,3.6,8.13
351,Gnonto,3,521,4,100,85.2,129.3,61.0,27.5,134,51,0,3,0.4,0.77,1.17
352,Harrison,3,262,1,0,30.0,49.4,35.0,11.5,51,51,0,0,0.28,0.23,0.51
353,James,3,547,6,100,70.8,133.1,133.0,33.9,93,52,0,0,0.91,0.71,1.62
354,Ampadu,3,3119,35,100,592.2,384.8,166.0,114.7,586,49,1,4,2.47,2.2,4.67
355,Greenwood,3,0,0,0,0.0,0.0,0.0,0.0,0,49,0,0,0.0,0.0,0.0
356,Gruev,3,1318,15,0,199.4,171.0,64.0,43.2,245,47,0,4,0.49,0.86,1.35
357,Ramazani,3,0,0,0,0.0,0.0,0.0,0.0,0,49,0,0,0.0,0.0,0.0
358,Tanaka,3,1307,14,100,224.2,307.6,104.0,63.6,288,48,2,1,1.44,1.39,2.83
359,Crew,3,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
360,Gelhardt,3,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
361,Gyabi,3,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
362,Piroe,4,244,2,100,13.6,38.1,120.0,16.5,42,49,0,0,0.9,0.13,1.03
363,Bamford,4,0,0,0,0.0,0.0,0.0,0.0,0,49,0,0,0.0,0.0,0.0
364,Mateo Joseph,4,0,0,0,0.0,0.0,0.0,0.0,0,50,0,0,0.0,0.0,0.0
365,Nmecha,4,1065,10,100,290.4,153.5,434.0,87.8,268,50,6,1,7.25,1.58,8.83
493,Longstaff,3,1003,10,100,291.8,403.7,116.0,81.2,273,48,2,2,1.23,1.87,3.1
660,Stach,3,2369,28,0,650.0,921.4,315.0,188.8,550,48,5,6,2.88,4.47,7.35
691,Calvert-Lewin,4,2721,30,100,619.6,311.1,1026.0,194.7,472,58,14,2,15.57,1.06,16.62
698,Okafor,3,1553,19,0,438.8,275.0,435.0,115.0,354,55,8,3,5.25,1.32,6.57
741,Gray,4,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
787,Chambers,3,0,0,0,0.0,0.0,0.0,0.0,0,44,0,0,0.0,0.0,0.0
838,Chadwick,3,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
839,Cresswell,3,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
381,M.Salah,3,2144,23,100,524.8,740.7,805.0,207.1,392,140,7,7,8.23,5.44,13.67
382,Wirtz,3,2374,27,100,526.4,908.2,665.0,210.0,521,83,5,4,6.83,5.14,11.96
383,Luis Díaz,3,0,0,0,0.0,0.0,0.0,0.0,0,80,0,0,0.0,0.0,0.0
384,Gakpo,3,2736,32,100,540.4,714.7,831.0,208.4,449,73,7,5,8.35,4.67,13.02
385,Chiesa,3,317,1,100,122.0,47.5,182.0,34.9,135,63,2,1,1.45,0.61,2.06
386,Mac Allister,3,2654,31,100,475.4,562.2,365.0,139.9,490,61,2,5,3.89,1.69,5.58
387,Szoboszlai,3,3232,36,100,867.8,1324.6,417.0,260.9,780,71,6,7,4.76,6.83,11.59
388,C.Jones,3,1923,18,100,407.4,412.1,227.0,104.6,447,54,1,3,2.21,2.77,4.98
390,Gravenberch,3,2991,34,100,687.0,497.2,220.0,140.1,671,54,5,5,1.89,2.26,4.15
392,Endo,3,170,1,50,56.0,18.1,6.0,8.0,49,49,0,1,0.04,0.05,0.09
393,Bajcetic,3,0,0,0,0.0,0.0,0.0,0.0,0,42,0,0,0.0,0.0,0.0
394,McConnell,3,0,0,0,0.0,0.0,0.0,0.0,0,44,0,0,0.0,0.0,0.0
395,Morton,3,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
396,Nyoni,3,21,0,0,4.2,13.4,4.0,2.1,11,43,0,0,0.37,0.02,0.39
397,Darwin,4,0,0,0,0.0,0.0,0.0,0.0,0,65,0,0,0.0,0.0,0.0
398,Danns,4,0,0,0,0.0,0.0,0.0,0.0,0,43,0,0,0.0,0.0,0.0
499,Isak,4,694,8,100,146.4,39.2,191.0,36.9,140,103,3,1,2.59,0.08,2.67
661,Ekitiké,4,1797,21,0,525.8,307.2,739.0,156.2,433,90,11,4,10.1,2.45,12.55
686,Ngumoha,3,547,5,0,176.0,222.8,203.0,60.1,188,43,2,1,1.34,2.01,3.35
746,Morrison,3,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
830,Wright,4,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
82,Semenyo,3,3200,37,100,923.2,607.4,1047.0,257.7,678,80,17,6,11.1,3.12,14.21
413,Marmoush,3,691,8,100,203.2,159.8,284.0,64.4,182,83,3,3,2.78,0.77,3.55
414,Foden,3,2078,23,100,583.2,918.8,520.0,201.9,563,80,7,5,6.03,4.76,10.79
415,Savinho,3,817,7,100,138.6,198.4,321.0,65.8,140,69,1,2,2.5,1.59,4.09
416,Bernardo,3,2869,34,100,514.0,809.0,353.0,167.8,534,62,2,4,2.71,4.11,6.81
417,Cherki,3,1772,19,100,604.2,996.6,579.0,218.1,580,65,4,13,4.28,8.87,13.14
418,Doku,3,1773,19,100,540.2,841.6,645.0,202.5,526,65,5,8,2.87,5.86,8.73
420,Gündoğan,3,0,0,0,0.0,0.0,0.0,0.0,0,63,0,0,0.0,0.0,0.0
421,Rodrigo,3,1510,17,100,358.0,421.5,122.0,90.3,350,63,1,1,1.15,2.45,3.6
422,Kovačić,3,125,1,100,46.0,65.5,3.0,11.5,41,58,0,1,0.13,0.42,0.55
423,N.Gonzalez,3,1561,17,100,309.8,234.1,72.0,61.5,337,59,1,0,0.68,1.12,1.8
425,Echeverri,3,0,0,0,0.0,0.0,0.0,0.0,0,54,0,0,0.0,0.0,0.0
427,Reijnders,3,1623,19,0,340.0,347.8,435.0,111.2,337,50,5,3,4.61,2.35,6.96
428,Nypan,3,0,0,100,0.0,0.0,0.0,0.0,0,50,0,0,0.0,0.0,0.0
429,Phillips,3,0,0,0,0.0,0.0,0.0,0.0,0,47,0,0,0.0,0.0,0.0
430,Haaland,4,2953,34,100,1180.4,320.1,1520.0,302.3,952,147,27,8,25.5,2.67,28.17
739,Mukasa,3,25,0,0,4.2,28.3,4.0,3.7,5,44,0,0,0.0,0.21,0.21
742,McAidoo,3,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
763,Gray,3,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
764,Heskey,3,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
119,Mbeumo,3,2611,31,100,628.8,803.1,882.0,231.4,528,83,11,3,11.98,4.99,16.97
449,B.Fernandes,3,3065,35,100,1258.0,1938.5,614.0,381.4,1008,104,9,24,10.79,12.28,23.07
450,Cunha,3,2493,29,100,675.8,545.4,801.0,202.5,591,81,10,4,6.9,3.36,10.26
451,Rashford,3,0,0,0,0.0,0.0,0.0,0.0,0,70,0,0,0.0,0.0,0.0
452,Amad,3,2339,27,100,436.6,596.1,600.0,163.5,463,62,2,5,5.46,4.74,10.2
454,Antony,3,0,0,0,0.0,0.0,0.0,0.0,0,59,0,0,0.0,0.0,0.0
455,Mount,3,1010,12,100,201.2,214.1,165.0,58.0,201,59,3,0,1.56,1.62,3.18
457,Casemiro,3,2575,33,100,903.6,536.1,585.0,202.8,636,58,9,4,5.44,3.17,8.61
458,Mainoo,3,1653,16,100,365.0,360.1,94.0,82.1,340,47,1,2,0.48,1.27,1.75
459,Ugarte,3,876,8,100,167.2,83.6,48.0,29.8,183,47,0,0,0.72,0.16,0.88
460,Collyer,3,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
461,Fitzgerald,3,0,0,0,0.0,0.0,0.0,0.0,0,43,0,0,0.0,0.0,0.0
462,J.Fletcher,3,107,0,0,18.6,24.4,5.0,4.8,10,43,0,0,0.03,0.02,0.05
463,Kone,3,0,0,0,0.0,0.0,0.0,0.0,0,43,0,0,0.0,0.0,0.0
464,Moorhouse,3,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
465,Højlund,4,0,0,0,0.0,0.0,0.0,0.0,0,63,0,0,0.0,0.0,0.0
466,Zirkzee,4,607,5,100,164.4,177.7,245.0,58.3,146,58,2,1,2.74,0.34,3.08
467,Obi,4,0,0,0,0.0,0.0,0.0,0.0,0,42,0,0,0.0,0.0,0.0
468,Wheatley,4,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
681,Šeško,4,1630,17,50,483.8,156.1,803.0,143.4,405,72,11,2,9.21,0.28,9.48
755,Lacey,3,40,0,100,4.0,2.1,16.0,1.7,9,45,0,0,0.1,0.01,0.11
769,Bendito Mantato,3,15,0,0,2.2,11.7,0.0,1.4,3,45,0,0,0.0,0.01,0.01
771,Fletcher,3,17,0,0,0.8,3.0,0.0,0.3,6,44,0,0,0.0,0.01,0.01
827,Thwaites,3,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
52,J.Ramsey,3,1441,15,100,304.4,330.3,165.0,79.9,303,53,2,3,1.2,1.45,2.65
135,Wissa,4,517,4,100,58.0,46.7,163.0,25.5,70,73,1,1,3.13,0.54,3.67
485,Gordon,3,1798,24,100,393.8,404.2,514.0,130.9,352,72,6,4,8.77,3.38,12.15
486,Elanga,3,1302,14,100,130.4,266.7,185.0,57.8,179,65,0,1,1.65,1.74,3.39
487,Barnes,3,1951,19,0,404.0,387.5,682.0,147.0,349,61,7,1,6.84,2.72,9.56
488,Bruno G.,3,2456,27,100,782.4,756.7,488.0,202.9,681,69,9,7,5.59,4.96,10.55
489,J.Murphy,3,1606,19,100,330.8,393.7,346.0,106.0,314,59,3,2,3.07,2.66,5.73
490,Joelinton,3,1950,23,0,324.4,296.3,329.0,95.0,304,59,2,1,2.36,1.35,3.71
491,Tonali,3,2534,31,75,398.0,534.1,198.0,113.4,477,53,0,2,1.75,2.87,4.62
492,Antoñito C.,3,0,0,0,0.0,0.0,0.0,0.0,0,49,0,0,0.0,0.0,0.0
494,Willock,3,972,10,100,145.4,205.8,204.0,55.5,166,50,0,2,1.26,1.07,2.33
495,Hayden,3,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
496,Kuol,3,0,0,0,0.0,0.0,0.0,0.0,0,44,0,0,0.0,0.0,0.0
497,L.Miley,3,1493,15,0,342.6,251.4,136.0,73.0,334,44,1,4,1.36,2.1,3.46
498,White,3,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
500,Osula,4,805,8,100,256.6,82.6,284.0,62.2,284,55,7,1,4.28,0.62,4.9
501,Neave,4,13,0,0,0.0,0.0,5.0,0.5,2,43,0,0,0.03,0.0,0.03
689,Seung soo,3,0,0,0,0.0,0.0,0.0,0.0,0,43,0,0,0.0,0.0,0.0
714,Woltemade,4,1896,24,100,447.2,314.4,425.0,117.5,399,67,8,4,6.59,1.53,8.12
772,Alabi,3,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
426,McAtee,3,288,2,0,51.6,82.0,39.0,17.3,60,50,0,1,0.18,0.37,0.55
515,Gibbs-White,3,3101,35,100,843.8,747.7,836.0,242.5,712,76,15,4,10.81,2.91,13.72
516,Hudson-Odoi,3,1838,21,0,366.6,611.7,330.0,130.6,358,57,3,4,2.77,3.02,5.79
517,Anderson,3,3332,37,100,915.2,961.5,310.0,219.0,795,57,4,5,2.94,4.79,7.73
518,Jota,3,11,0,0,5.0,0.5,4.0,1.0,6,54,0,0,0.0,0.0,0.0
519,Dominguez,3,1168,17,100,264.8,193.5,138.0,59.7,229,50,1,1,1.47,0.77,2.24
520,O'Brien,3,0,0,0,0.0,0.0,0.0,0.0,0,50,0,0,0.0,0.0,0.0
521,Sangaré,3,2073,25,100,434.4,205.9,126.0,76.8,366,49,2,2,1.16,1.8,2.96
522,Yates,3,602,2,100,139.0,79.7,55.0,27.2,123,47,0,2,0.49,0.37,0.86
523,Da Silva Moreira,3,0,0,100,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
524,Stamenic,3,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
525,Wood,4,896,11,100,139.0,88.4,266.0,48.0,145,71,3,0,4.29,0.32,4.61
526,Igor Jesus,4,2293,28,100,420.6,240.7,726.0,136.4,407,59,6,6,6.48,1.26,7.74
527,Awoniyi,4,480,3,100,177.2,79.0,235.0,48.4,170,52,4,2,3.68,0.77,4.45
669,Ndoye,3,1167,14,100,166.4,217.7,180.0,56.6,178,55,1,2,1.05,1.51,2.56
693,Hutchinson,3,1676,17,0,333.6,527.1,356.0,121.6,329,54,1,7,2.01,3.87,5.88
696,Kalimuendo,4,89,0,0,6.8,17.7,39.0,6.3,24,60,0,0,0.44,0.02,0.46
734,Bakwa,3,549,6,100,86.4,178.8,95.0,35.6,100,59,0,2,0.54,1.01,1.55
805,Lucca,4,126,1,0,37.2,13.0,39.0,8.5,33,53,1,0,0.79,0.01,0.8
835,Whitehall,3,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
836,Sinclair,3,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
841,Sillah,4,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
543,Adingra,3,649,9,0,81.4,116.8,75.0,27.0,81,49,1,1,0.35,0.62,0.97
544,Diarra,3,1403,15,100,166.2,153.8,234.0,53.9,209,53,2,6,3.27,0.85,4.12
545,Roberts,3,27,0,0,1.8,7.3,5.0,1.4,4,54,0,0,0.03,0.02,0.05
546,Aleksić,3,0,0,100,0.0,0.0,0.0,0.0,0,49,0,0,0.0,0.0,0.0
547,E.Le Fée,3,2930,33,100,725.8,816.4,324.0,186.9,621,48,5,6,5.22,5.95,11.17
548,Mundle,3,399,2,0,29.4,33.6,69.0,12.7,42,49,0,0,0.87,0.48,1.35
549,Neil,3,13,0,0,3.0,1.4,0.0,0.4,10,48,0,0,0.0,0.0,0.0
550,Poveda,3,0,0,0,0.0,0.0,0.0,0.0,0,47,0,0,0.0,0.0,0.0
551,Rigg,3,758,11,0,114.6,142.8,103.0,36.0,136,47,1,1,0.86,0.93,1.79
552,Sadiki,3,2891,33,100,347.6,333.3,162.0,84.6,410,49,0,2,1.43,1.46,2.89
553,Talbi,3,1553,16,0,238.8,211.5,245.0,69.1,248,49,4,2,2.13,1.18,3.3
554,Ba,3,0,0,0,0.0,0.0,0.0,0.0,0,43,0,0,0.0,0.0,0.0
555,Browne,3,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
556,Ekwah,3,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
557,H.Jones,3,0,0,0,0.0,0.0,0.0,0.0,0,43,0,0,0.0,0.0,0.0
558,Matete,3,0,0,0,0.0,0.0,0.0,0.0,0,43,0,0,0.0,0.0,0.0
559,Triantis,3,0,0,0,0.0,0.0,0.0,0.0,0,44,0,0,0.0,0.0,0.0
560,Isidor,4,1148,11,100,242.0,30.4,444.0,71.5,266,50,6,1,4.7,0.38,5.08
561,Mayenda,4,751,8,0,117.6,53.8,188.0,35.5,124,51,2,0,2.13,0.22,2.35
562,Abdullahi,4,0,0,0,0.0,0.0,0.0,0.0,0,42,0,0,0.0,0.0,0.0
563,Luís Hemir,4,0,0,0,0.0,0.0,0.0,0.0,0,44,0,0,0.0,0.0,0.0
564,Rusyn,4,0,0,0,0.0,0.0,0.0,0.0,0,44,0,0,0.0,0.0,0.0
668,Xhaka,3,2901,32,100,685.0,595.3,101.0,138.1,603,51,1,6,1.01,3.73,4.74
730,Brobbey,4,1920,22,100,333.4,200.5,552.0,106.7,309,53,7,2,6.02,0.67,6.69
735,Traoré,3,634,9,100,115.6,108.4,135.0,35.9,118,55,1,1,0.48,0.25,0.73
775,Tutierov,3,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
800,Jocelin.T,3,38,1,100,3.4,4.3,2.0,1.0,4,49,0,0,0.0,0.04,0.04
813,Angulo,3,401,5,100,45.4,44.3,89.0,17.8,43,50,0,0,0.77,0.12,0.89
821,Whittaker,3,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
822,Jones,3,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
579,Son,3,0,0,0,0.0,0.0,0.0,0.0,0,85,0,0,0.0,0.0,0.0
581,Maddison,3,34,0,100,2.8,9.5,15.0,2.8,5,68,0,0,0.21,0.06,0.27
582,Kudus,3,1535,19,0,333.4,413.8,302.0,104.7,257,64,2,6,1.92,2.41,4.33
583,Kulusevski,3,0,0,0,0.0,0.0,0.0,0.0,0,64,0,0,0.0,0.0,0.0
584,Tel,3,1334,13,100,303.4,457.2,312.0,107.6,266,62,4,2,2.47,2.43,4.89
585,Bentancur,3,1880,23,100,349.0,197.8,124.0,67.4,366,52,1,1,0.72,0.84,1.56
586,Bergvall,3,955,11,100,164.6,106.4,147.0,41.5,163,52,1,3,1.23,0.43,1.66
587,Bissouma,3,600,7,100,89.6,25.5,23.0,13.7,99,52,0,0,0.36,0.1,0.46
588,Odobert,3,972,10,0,158.8,284.3,234.0,67.6,176,53,0,2,1.92,1.21,3.13
589,Solomon,3,0,0,0,0.0,0.0,0.0,0.0,0,54,0,0,0.0,0.0,0.0
590,Bryan,3,0,0,0,0.0,0.0,0.0,0.0,0,49,0,0,0.0,0.0,0.0
591,Gray,3,1471,18,100,259.4,138.1,158.0,55.5,237,48,2,2,1.5,1.29,2.79
592,Moore,3,0,0,0,0.0,0.0,0.0,0.0,0,50,0,0,0.0,0.0,0.0
593,P.M.Sarr,3,1388,13,100,336.0,188.3,156.0,68.2,313,45,2,4,1.63,1.11,2.74
594,Min-hyeok,3,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
595,Olusesi,3,14,0,0,0.6,1.8,0.0,0.2,3,43,0,0,0.0,0.01,0.01
596,Solanke,4,997,11,100,205.0,84.1,339.0,62.7,187,71,3,0,2.97,0.34,3.3
597,Richarlison,4,1954,20,100,602.6,239.6,815.0,165.2,505,65,11,4,8.64,1.46,10.1
598,Lankshear,4,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
599,Scarlett,4,7,0,0,1.0,4.1,2.0,0.7,5,43,0,0,0.0,0.01,0.01
673,J.Palhinha,3,2192,23,100,638.0,147.8,295.0,108.3,518,55,5,3,2.72,0.65,3.37
717,Xavi,3,1747,19,0,349.6,533.8,255.0,113.9,345,63,2,5,3.06,3.85,6.91
726,Kolo Muani,4,1655,21,100,169.6,267.3,287.0,71.0,150,69,1,1,2.07,1.63,3.7
751,Akhamrich,3,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
790,Williams-Barnett,3,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
796,Gallagher,3,1183,14,100,190.6,205.9,154.0,55.1,211,50,1,1,1.23,0.7,1.93
811,Kyerematen,3,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
818,Wilson,4,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
326,Adama,3,376,1,25,33.4,73.8,70.0,17.2,74,51,0,0,0.69,0.57,1.26
612,L.Paquetá,3,1513,18,0,374.6,397.2,186.0,95.7,291,59,4,2,2.85,2.0,4.85
613,Souček,3,2190,24,100,526.6,191.9,483.0,120.4,428,57,5,2,5.73,0.52,6.25
615,Summerville,3,2470,29,100,445.8,460.9,546.0,145.0,412,54,5,4,5.43,3.35,8.78
616,Álvarez,3,0,0,0,0.0,0.0,0.0,0.0,0,49,0,0,0.0,0.0,0.0
617,Cornet,3,0,0,0,0.0,0.0,0.0,0.0,0,49,0,0,0.0,0.0,0.0
618,G.Rodriguez,3,175,2,0,9.8,6.0,2.0,1.7,30,48,0,0,0.03,0.04,0.07
619,L.Guilherme,3,121,1,0,9.2,14.5,4.0,2.5,11,49,0,0,0.07,0.03,0.1
620,Earthy,3,8,0,0,0.0,1.5,2.0,0.4,3,45,0,0,0.0,0.01,0.01
621,Irving,3,156,2,0,31.6,52.3,2.0,8.6,49,43,0,0,0.0,0.17,0.17
622,Orford,3,0,0,0,0.0,0.0,0.0,0.0,0,44,0,0,0.0,0.0,0.0
623,Potts,3,1162,12,100,191.2,141.3,37.0,37.1,215,43,0,1,0.21,1.06,1.27
624,Bowen,4,3406,38,0,881.4,694.0,813.0,238.9,731,78,9,13,7.22,5.21,12.43
625,Füllkrug,4,407,5,0,26.0,85.1,130.0,23.8,28,56,0,0,0.93,0.21,1.14
626,Marshall,4,58,0,0,1.2,0.1,7.0,0.8,0,43,0,0,0.13,0.0,0.13
671,Wilson,4,1234,11,100,305.2,109.0,509.0,91.1,296,58,7,2,7.6,0.54,8.14
708,M.Fernandes,3,3017,35,100,657.2,622.8,183.0,146.3,659,55,3,4,1.99,2.96,4.95
718,S.Magassa,3,971,11,0,182.0,83.4,44.0,31.0,185,50,1,0,0.44,0.32,0.76
758,Mohamadou Kanté,3,67,0,0,18.0,13.2,12.0,4.0,29,45,0,0,0.07,0.04,0.11
785,Pablo,4,819,10,100,111.8,191.5,108.0,41.3,102,54,0,1,1.05,1.11,2.16
791,Taty,4,1384,17,0,280.6,175.5,595.0,103.9,243,55,6,1,5.75,0.81,6.56
802,Lamadrid,3,0,0,0,0.0,0.0,0.0,0.0,0,50,0,0,0.0,0.0,0.0
642,Hee Chan,3,1439,18,100,163.4,216.5,166.0,53.4,165,56,2,2,2.37,1.57,3.94
643,André,3,2760,30,100,423.0,320.6,46.0,78.9,473,52,1,0,0.52,0.99,1.51
644,Bellegarde,3,1239,15,100,195.4,210.3,145.0,54.6,208,51,1,1,1.04,1.06,2.1
645,Fer López,3,228,2,0,29.0,61.0,37.0,12.4,38,51,0,1,0.16,0.61,0.77
646,J.Gomes,3,2829,32,100,486.6,353.4,176.0,102.0,529,53,1,2,1.29,2.09,3.38
647,Guedes,3,0,0,0,0.0,0.0,0.0,0.0,0,55,0,0,0.0,0.0,0.0
648,Munetsi,3,872,9,0,163.6,61.8,196.0,42.1,131,53,1,2,1.64,0.38,2.02
649,B.Traore,3,0,0,0,0.0,0.0,0.0,0.0,0,50,0,0,0.0,0.0,0.0
650,Chirewa,3,25,0,0,3.2,0.3,0.0,0.4,4,43,0,0,0.0,0.0,0.0
651,Edozie,3,12,0,0,34.4,0.4,23.0,5.8,27,43,1,0,0.23,0.0,0.23
652,Gonzalez,3,0,0,0,0.0,0.0,0.0,0.0,0,43,0,0,0.0,0.0,0.0
653,Hodge,3,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
655,Fábio Silva,4,0,0,0,0.0,0.0,0.0,0.0,0,49,0,0,0.0,0.0,0.0
656,Kalajdžić,4,14,0,0,1.0,4.3,2.0,0.7,1,49,0,0,0.0,0.01,0.01
657,Chiwome,4,0,0,100,0.0,0.0,0.0,0.0,0,44,0,0,0.0,0.0,0.0
658,Fraser,4,0,0,0,0.0,0.0,0.0,0.0,0,42,0,0,0.0,0.0,0.0
663,J.Arias,3,1117,14,0,171.0,204.0,148.0,52.1,175,49,1,0,3.38,0.62,4.0
720,Tolu,4,1402,13,0,252.4,178.4,561.0,98.2,221,51,3,2,5.49,0.39,5.88
749,Mané,4,1787,19,0,328.2,489.6,283.0,109.5,314,42,3,2,2.01,3.69,5.7
767,Rawlings,3,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
777,Ojinnaka,3,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
778,Sutherland,3,0,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0.0,0.0,0.0
809,Abbey,3,16,0,0,3.2,0.0,0.0,0.3,2,45,0,0,0.0,0.0,0.0
816,Angel,3,457,7,100,52.8,91.5,28.0,17.1,78,46,0,0,0.25,0.28,0.53
817,Armstrong,4,1141,14,0,145.0,85.0,191.0,41.9,129,51,2,2,2.77,0.85,3.62
